Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type
1,1,0,1,0,0,0,0,2,48,225000,35,4,4,1,1,1,12
0,0,1,0,0,0,0,2,4,39,121500,39,3,4,4,1,1,15
1,1,0,1,1,0,0,0,2,47,540000,37,14,0,1,1,5,7
0,1,1,0,0,0,0,1,3,46,225000,37,8,0,4,1,1,15
0,0,1,0,0,0,0,0,2,60,247500,35,2,4,4,0,5,12
0,0,1,0,0,0,1,0,2,49,58500,55,0,1,4,1,1,12
0,0,1,0,0,0,1,1,3,60,135000,52,0,1,4,0,1,12
0,0,1,0,0,0,0,0,2,51,405000,41,12,2,1,1,1,3
1,0,0,1,0,0,0,0,2,15,315000,29,2,4,4,1,1,17
0,0,1,0,1,0,0,0,2,14,225000,23,0,0,2,0,1,15
0,0,1,0,1,0,1,0,2,35,180000,59,0,1,4,1,1,12
0,1,1,0,0,0,0,1,3,35,157500,45,6,4,1,1,1,10
0,0,0,0,1,0,1,0,2,9,117000,63,0,1,4,1,1,12
1,1,1,0,0,0,0,0,2,6,216000,44,4,0,4,1,1,4
1,0,1,0,0,0,0,0,2,48,99000,27,1,4,1,1,0,10
0,0,1,0,0,0,0,2,4,49,157500,37,1,2,4,1,1,8
1,0,1,0,1,0,0,2,4,20,675000,38,18,2,4,1,1,4
0,1,1,1,1,0,0,0,1,12,247500,32,13,2,1,3,1,3
0,0,0,0,1,0,1,0,1,8,112500,60,0,1,1,3,1,12
0,0,1,0,0,0,0,0,1,24,202500,63,14,2,4,3,1,11
0,0,1,0,0,0,0,0,2,39,99000,42,2,4,4,1,1,15
1,0,0,0,1,1,0,0,1,24,252000,39,18,0,4,3,5,4
0,0,1,0,1,0,0,1,3,38,675000,43,4,0,1,1,1,12
1,1,0,0,1,0,1,0,2,17,135000,39,0,1,4,1,1,12
0,0,0,1,0,0,0,0,1,4,103500,26,7,4,4,3,5,12
0,1,0,0,0,0,1,0,1,19,60750,50,0,1,4,4,1,12
0,0,1,0,1,0,1,0,2,30,112500,59,0,1,4,1,1,12
0,0,1,0,0,0,1,0,2,7,135000,55,0,1,4,1,1,12
0,0,1,0,1,1,0,1,2,30,270000,43,22,4,1,2,1,11
0,1,0,0,0,0,0,1,2,55,162000,40,12,4,4,2,1,15
0,0,1,1,1,0,0,0,2,2,135000,50,5,4,4,1,1,10
1,1,1,1,1,0,0,0,1,13,225000,25,1,0,4,2,1,10
0,1,1,0,0,0,1,1,3,45,211500,30,0,1,1,1,1,12
0,1,1,1,0,0,0,0,1,18,247500,53,3,4,2,2,1,0
0,0,1,0,1,1,0,2,4,21,164250,38,8,0,4,1,1,15
0,0,1,0,1,0,0,0,1,19,135000,24,1,4,2,3,2,11
1,1,1,0,0,0,0,0,2,43,180000,59,12,4,1,1,1,12
1,1,1,1,0,0,0,1,3,11,180000,32,4,4,1,1,5,8
0,0,0,1,0,0,0,0,2,27,180000,34,8,4,1,1,1,15
0,0,1,0,0,0,0,0,1,34,202500,45,12,0,1,4,1,0
1,1,1,0,0,1,0,0,2,23,202500,46,2,4,1,1,1,17
0,0,1,0,1,0,1,0,2,15,135000,57,0,1,4,1,1,12
1,1,1,1,1,0,0,1,3,49,202500,43,5,4,4,1,1,8
1,1,1,0,0,0,0,0,2,5,900000,41,15,0,1,1,1,10
1,1,1,1,1,0,0,1,3,59,112500,44,2,4,4,1,1,4
1,0,0,0,0,1,0,1,3,54,337500,48,6,0,1,1,1,10
0,1,1,1,0,0,0,2,4,15,135000,39,16,2,4,1,1,3
0,0,1,1,1,0,0,0,2,35,265500,43,9,4,4,1,1,15
0,1,1,0,0,0,0,0,2,40,360450,51,23,2,4,1,1,12
1,1,1,0,0,0,0,2,4,57,180000,53,3,4,1,1,1,8
0,0,0,0,0,0,0,1,2,35,144000,33,12,4,4,2,1,12
0,0,1,0,0,0,0,0,1,8,117000,39,7,4,4,4,1,8
0,0,1,0,0,0,1,0,1,6,112500,64,0,1,4,4,1,12
0,0,0,0,0,0,0,1,2,58,135000,44,14,2,4,2,1,11
0,0,1,0,1,0,0,0,1,7,112500,56,7,4,4,3,1,12
0,0,1,0,0,0,1,0,1,36,67500,54,0,1,4,2,1,12
0,0,1,0,0,0,0,0,1,5,54000,31,3,4,4,2,1,2
0,0,0,1,0,0,0,0,2,24,234135,34,6,0,1,1,1,10
0,1,1,0,0,0,1,0,2,25,225000,62,0,1,1,1,1,12
1,1,1,1,0,0,0,1,3,2,270000,50,10,4,4,1,1,4
1,1,1,0,0,0,0,0,2,35,90000,33,4,4,4,1,1,3
0,0,0,0,1,0,0,1,3,52,202500,53,32,4,4,1,1,11
0,0,1,0,0,0,1,0,1,45,180000,64,0,1,4,3,1,12
0,0,1,0,0,0,1,0,1,39,144000,60,0,1,4,3,4,12
0,1,0,0,0,0,1,0,2,31,225000,56,0,1,4,1,1,12
1,1,0,0,1,0,0,0,1,31,360000,35,4,0,1,2,1,10
0,0,1,0,0,0,1,0,2,3,45000,56,0,1,4,1,1,12
0,0,0,1,0,0,0,0,2,18,157500,25,1,4,1,1,1,15
0,0,0,0,0,0,0,1,3,50,157500,34,0,4,1,1,5,15
1,0,0,0,1,0,0,0,2,28,180000,40,6,0,4,1,2,8
1,1,1,0,1,0,0,1,3,11,360000,40,6,0,1,1,1,10
1,0,1,0,0,0,0,1,3,37,202500,27,1,2,4,1,1,13
0,1,1,0,0,0,0,0,2,44,121500,27,3,4,4,1,1,11
0,0,0,0,0,0,0,0,2,43,67500,49,20,2,4,1,0,6
1,1,1,0,0,0,0,0,1,32,157500,31,4,0,4,3,1,4
0,0,1,0,0,0,1,0,2,38,180000,65,0,1,4,1,1,12
0,0,1,0,1,0,1,0,2,11,144000,63,0,1,1,1,1,12
0,0,1,0,0,0,0,0,2,6,247500,32,8,0,1,1,1,15
1,1,0,0,0,0,0,0,2,45,360000,31,6,4,4,1,1,13
1,0,1,1,1,0,0,0,2,13,121500,38,8,2,4,1,1,8
0,0,0,1,1,0,0,2,4,21,315000,35,0,0,1,1,1,10
0,0,0,0,1,0,0,0,2,29,112500,27,6,0,2,1,1,12
0,0,0,0,0,0,0,0,2,22,72000,53,21,2,4,1,1,2
1,1,1,1,0,0,0,0,1,31,112500,24,0,4,4,3,1,8
0,1,1,0,0,0,0,0,2,37,135000,45,1,4,1,0,1,12
0,1,0,1,1,0,0,0,2,27,360000,50,0,2,4,1,1,11
1,1,0,1,0,0,0,0,2,51,270000,50,1,4,4,0,1,3
0,0,0,1,1,0,0,0,2,12,270000,25,2,4,4,0,3,15
1,1,1,0,0,0,0,2,4,47,135000,34,0,0,4,1,1,8
0,0,1,0,0,0,0,0,2,9,51750,46,6,4,4,1,1,1
0,0,0,1,1,0,0,0,1,28,112500,30,0,4,1,3,5,6
1,1,0,1,0,0,0,0,2,30,135000,52,10,0,4,1,1,4
0,0,0,0,1,0,0,0,2,50,202500,25,0,0,1,0,1,15
0,0,1,0,0,0,0,0,1,29,315000,60,35,4,1,2,1,3
0,0,1,0,0,0,0,0,1,28,135000,35,4,0,4,3,5,8
0,1,0,0,0,1,0,1,3,16,175500,21,1,4,4,1,1,3
0,1,1,0,0,0,0,0,2,47,112500,41,15,4,4,1,1,8
0,1,1,0,1,0,0,0,2,7,67500,52,2,4,4,1,1,12
0,1,1,1,1,0,0,0,1,48,405000,47,3,4,1,2,1,8
0,0,0,0,0,0,0,0,2,28,427500,57,16,0,4,1,1,15
1,0,1,0,0,0,0,2,4,35,225000,41,9,4,4,1,1,8
0,0,1,0,0,0,0,0,2,36,157500,53,7,0,4,1,2,8
0,0,0,0,0,0,0,0,1,40,202500,43,4,4,4,3,1,8
0,1,1,0,1,1,0,1,3,8,630000,51,17,4,1,1,1,15
0,0,1,0,0,0,0,1,3,6,76500,29,2,4,2,1,5,15
1,0,0,1,0,0,0,0,2,14,176175,24,1,0,4,1,5,3
0,0,1,0,0,0,0,0,2,59,202500,31,1,4,1,1,1,12
0,0,1,0,0,0,1,0,2,57,117000,56,0,1,4,1,1,12
1,0,1,0,0,0,0,1,3,39,405000,32,5,0,1,1,1,10
0,0,1,0,0,0,0,2,4,7,247500,37,0,4,4,1,1,12
1,0,1,0,0,0,0,1,3,5,117000,41,4,4,4,0,1,8
0,0,0,0,1,0,0,0,2,30,450000,40,15,2,1,1,1,10
0,0,0,0,1,0,1,0,2,50,157500,63,0,1,1,1,1,12
0,0,1,0,0,0,0,0,2,23,76500,51,18,2,4,1,1,12
1,1,1,0,0,0,0,1,3,30,225000,39,5,0,4,1,1,6
0,0,1,0,0,0,0,0,2,10,112500,51,12,4,4,1,1,8
0,0,1,0,0,0,1,0,1,27,202500,57,0,1,4,4,1,12
0,0,0,1,1,1,0,2,4,15,90000,25,3,4,4,1,5,8
0,1,1,0,0,1,0,0,2,8,135000,27,4,4,4,1,1,14
0,0,0,1,0,0,0,0,2,50,175500,51,30,4,4,1,1,12
0,0,0,0,1,0,0,0,2,10,247500,50,11,0,1,0,1,3
0,0,1,0,0,0,0,0,2,2,261000,51,12,4,4,1,1,11
0,1,0,0,0,0,0,0,2,57,202500,37,3,4,1,1,1,12
0,0,0,1,1,0,0,0,2,39,90000,48,23,4,4,1,1,8
0,1,1,1,1,1,0,0,2,30,90000,26,3,4,4,0,5,1
0,0,0,1,1,0,0,1,3,52,175500,38,19,4,1,1,1,3
0,1,1,0,0,0,0,0,2,34,112500,39,1,4,4,1,1,15
1,1,1,1,1,0,0,0,1,3,157500,55,3,4,1,2,1,4
0,0,1,0,0,0,1,0,1,36,135000,66,0,1,4,4,1,12
0,0,0,0,1,0,0,0,2,7,144000,54,12,4,4,1,1,12
0,0,1,0,0,0,0,0,2,12,180000,64,0,0,1,1,1,13
1,1,1,0,0,0,0,0,2,39,270000,28,7,4,4,1,1,4
0,1,1,0,0,0,0,0,2,8,211500,42,14,4,4,1,1,6
1,1,0,0,0,0,0,0,2,43,157500,31,5,4,4,1,1,8
1,0,1,1,1,0,0,2,4,2,166500,30,7,4,4,1,1,12
1,1,1,0,0,0,0,0,2,31,157500,51,5,4,4,1,1,12
1,1,0,0,0,0,1,0,2,60,108000,62,0,1,4,1,1,12
0,0,1,0,0,1,0,1,3,7,112500,26,3,2,4,1,1,3
1,0,0,0,0,0,0,0,2,12,270000,46,25,0,4,1,1,8
0,0,1,0,0,0,0,0,1,26,90000,50,3,4,4,2,1,3
1,1,1,0,0,0,0,0,2,51,202500,58,8,0,4,1,1,8
0,1,1,0,1,0,0,1,3,31,119700,35,9,4,1,1,1,12
0,0,0,1,0,0,0,0,2,31,90000,54,12,2,1,0,3,12
0,0,1,1,1,0,0,1,3,6,58500,26,2,4,4,0,1,3
0,0,1,0,1,0,0,0,2,51,270000,46,10,0,4,1,1,15
0,0,1,0,1,0,1,0,1,51,67500,61,0,1,4,3,1,12
1,0,0,0,0,0,0,0,2,19,90000,50,2,0,4,1,1,12
0,1,1,0,0,0,0,0,1,53,135000,45,3,4,4,4,1,12
1,0,1,1,1,0,0,0,2,2,90000,51,8,4,4,1,1,17
0,1,1,0,0,0,0,0,2,13,135000,38,4,0,4,1,1,13
1,0,1,0,0,0,0,0,1,12,54000,54,5,4,4,3,1,17
0,0,1,0,0,0,0,1,3,27,90000,31,3,4,4,0,1,2
0,0,1,0,0,0,0,0,2,45,360000,52,28,2,4,1,1,0
0,1,1,0,1,0,0,0,2,23,99000,47,8,4,4,1,1,16
0,0,1,0,0,0,1,0,1,38,67500,60,0,1,4,4,1,12
0,0,1,0,0,0,1,0,2,21,135000,55,0,1,4,1,1,12
1,0,0,0,0,0,0,0,2,48,180000,30,6,0,2,1,1,12
0,0,1,0,0,0,0,0,2,60,225000,46,8,0,4,1,1,15
0,0,1,0,0,0,0,0,1,15,202500,43,13,2,1,4,1,12
1,1,1,0,0,1,0,2,4,21,189000,37,2,0,4,1,1,4
1,1,1,0,0,0,0,0,1,6,202500,27,1,4,4,3,1,4
0,0,0,1,0,0,0,1,3,2,121500,34,1,4,4,0,1,3
0,0,1,0,1,0,0,0,2,29,157500,41,10,2,1,1,1,10
0,0,0,0,1,0,0,0,2,7,90000,25,4,2,4,1,1,12
1,0,1,1,0,1,0,0,2,18,202500,22,2,0,4,1,1,3
1,1,1,0,0,0,0,1,3,55,202500,27,1,4,2,1,4,8
0,0,0,0,1,0,0,0,1,17,67500,23,2,4,4,3,1,15
0,0,0,1,0,0,0,0,2,50,103500,48,30,4,4,1,1,11
1,0,1,0,0,0,0,0,1,49,180000,28,0,0,1,2,1,3
0,0,0,1,0,0,0,1,3,23,90000,25,1,4,4,1,1,4
0,0,0,0,0,0,0,0,1,38,405000,53,9,4,4,3,1,10
0,0,1,1,1,0,0,0,2,25,144000,26,8,0,1,1,1,0
1,0,1,0,0,0,0,0,2,2,112500,29,3,4,4,1,1,4
1,1,1,0,0,0,0,0,1,9,405000,32,0,4,4,3,1,4
0,0,1,0,0,0,0,2,4,26,180000,37,8,4,4,1,1,3
1,1,1,0,0,0,0,1,3,34,202500,24,4,4,4,1,1,8
0,0,1,0,1,0,1,0,2,10,76500,66,0,1,4,1,1,12
1,0,1,0,0,0,0,0,1,36,270000,43,7,4,4,2,1,12
1,1,0,1,1,0,0,1,3,19,202500,38,16,4,4,1,1,8
0,0,1,0,0,0,0,0,2,15,90000,32,13,4,3,3,4,1
1,1,1,0,1,0,0,0,2,20,135000,39,9,4,4,1,1,8
0,0,0,0,0,0,0,0,2,56,225000,41,23,2,4,1,1,3
1,1,1,0,0,0,0,0,2,12,180000,29,3,4,4,1,1,12
0,0,1,1,0,0,0,2,4,15,54000,30,12,4,1,1,1,1
1,1,1,0,1,0,0,0,2,19,180000,38,0,4,4,1,1,4
0,0,1,0,0,0,0,0,1,13,315000,28,3,4,4,3,1,0
0,1,1,0,0,0,0,2,4,52,112500,38,7,4,1,1,1,6
0,0,0,1,1,0,0,0,2,23,112500,37,5,4,1,1,1,12
1,1,0,0,0,0,0,0,2,18,180000,26,2,4,4,1,1,8
0,0,0,0,1,0,1,0,2,36,202500,56,0,1,4,1,1,12
1,0,0,1,0,0,0,0,1,14,198000,23,3,4,4,3,5,8
1,1,1,1,1,0,0,0,2,40,157500,60,28,4,4,1,1,3
1,0,0,1,0,0,0,0,1,33,81000,25,5,2,4,3,1,12
1,1,1,0,0,1,0,0,2,32,157500,47,1,4,4,1,1,4
1,1,1,0,0,0,0,1,3,39,450000,50,7,4,1,1,3,10
1,0,0,0,0,0,0,0,2,1,225000,41,4,4,4,1,1,15
0,1,1,0,0,0,0,1,2,27,112500,38,0,4,1,3,1,2
0,0,0,1,1,0,0,0,1,7,112500,28,2,4,4,4,5,3
1,0,1,1,1,0,0,0,1,16,157500,22,4,4,4,3,1,3
0,0,1,0,0,0,1,0,2,27,58500,65,0,1,4,1,1,12
0,0,0,0,0,0,0,1,3,52,292500,34,9,4,4,1,1,11
0,0,1,0,0,0,0,1,2,13,180000,29,3,4,4,3,2,8
0,1,1,0,1,0,0,1,3,42,225000,45,7,0,1,1,1,10
0,0,1,0,0,0,0,0,1,48,126000,44,8,0,1,2,1,10
1,1,1,0,0,1,0,0,1,10,405000,58,2,4,4,2,1,4
1,1,1,0,0,0,0,2,4,16,225000,41,8,0,4,1,1,8
1,1,1,0,0,0,0,0,2,30,157500,51,4,4,4,0,1,12
1,0,1,1,0,0,0,1,2,34,148500,36,3,0,4,3,1,8
1,1,1,0,0,0,0,1,2,10,180000,33,7,0,4,3,1,4
0,0,1,1,1,0,0,0,2,6,90000,36,0,4,4,0,1,0
0,1,0,0,0,1,0,2,4,53,135000,27,1,4,4,1,5,8
0,0,0,0,0,1,0,0,2,38,135000,27,5,4,4,1,5,11
0,1,1,0,1,0,0,0,2,53,117000,48,11,4,4,1,2,15
0,1,1,0,0,1,0,1,3,39,180000,46,3,0,4,1,1,1
1,1,1,0,0,0,0,0,1,43,135000,32,1,4,4,3,1,12
0,0,0,1,1,0,0,2,4,22,126000,27,4,4,4,1,1,6
0,0,0,1,0,1,0,0,1,17,128542,25,1,0,1,3,4,15
0,0,0,0,0,0,0,0,2,1,81000,53,0,4,4,1,1,8
1,0,1,0,1,0,0,1,2,54,202500,34,1,0,4,2,1,3
0,0,0,0,0,0,1,0,2,39,171000,59,0,1,4,1,1,12
0,0,0,1,0,0,0,0,2,21,67500,50,3,4,4,1,1,12
0,0,0,1,1,0,0,0,2,53,67500,44,7,4,4,1,5,2
0,0,0,1,0,0,0,1,3,55,76500,34,1,4,1,0,1,0
1,1,0,0,0,0,0,2,4,48,270000,41,8,4,4,1,1,3
1,0,1,0,0,0,0,0,1,27,162000,31,1,4,4,3,1,17
0,0,0,1,1,0,0,0,1,10,157500,39,1,4,4,2,5,15
0,0,1,0,0,0,0,0,2,41,180000,51,19,0,4,1,1,8
1,1,0,1,0,0,0,0,1,42,166500,28,5,0,2,3,1,8
1,1,1,0,0,0,0,0,2,35,315000,59,5,0,2,1,1,16
0,0,1,1,1,0,0,0,2,16,112500,22,1,0,4,0,1,8
1,1,1,0,1,0,0,1,3,19,135000,29,7,0,4,1,1,8
1,0,1,0,0,0,0,2,4,36,135000,35,0,0,4,1,1,8
1,1,0,0,1,0,0,0,2,25,180000,48,9,4,4,1,1,4
0,0,0,0,1,0,0,0,2,9,450000,37,5,0,1,1,1,15
0,0,1,1,1,0,0,0,1,15,180000,25,4,4,1,3,1,16
1,1,1,0,0,0,1,0,2,50,135000,63,0,1,1,1,1,12
0,0,1,0,0,0,1,0,2,21,99000,65,0,1,4,1,1,12
0,0,1,0,0,0,0,0,2,26,292500,51,25,4,1,1,1,6
1,1,1,0,0,0,0,0,2,18,225000,57,1,4,1,1,1,17
0,0,0,0,1,0,0,0,2,20,112500,52,1,4,4,1,3,12
0,0,1,0,0,0,1,0,1,5,247500,45,0,1,4,2,1,12
0,0,0,0,0,0,1,0,2,19,121500,58,0,1,4,0,1,12
0,0,1,0,0,0,1,0,2,1,76500,27,0,1,4,0,1,12
0,1,0,1,1,0,0,0,1,22,216000,54,27,4,4,3,1,12
1,0,0,0,0,0,0,0,1,8,166500,23,0,4,4,3,5,15
0,0,1,1,0,0,0,0,2,30,292500,50,31,2,1,1,1,10
0,0,1,0,0,0,0,1,3,15,270000,30,4,4,4,0,2,15
0,0,1,0,1,0,0,0,2,46,126000,43,18,2,1,1,1,12
1,1,1,1,1,0,0,0,2,27,90000,56,18,4,1,1,1,8
0,0,1,0,0,0,0,0,1,5,202500,38,5,0,1,3,1,12
0,0,1,1,1,0,0,1,3,25,67500,28,0,4,4,1,1,15
0,0,1,0,0,0,0,0,1,42,225000,56,25,0,1,3,1,3
0,1,0,1,0,0,0,0,1,36,247500,27,3,4,4,3,1,11
1,1,1,0,1,0,0,0,2,37,157500,47,1,0,4,1,1,4
1,1,0,0,0,0,0,0,2,25,202500,41,12,4,4,1,1,12
0,0,0,0,0,0,0,1,3,41,67500,28,8,4,4,1,5,11
0,0,1,0,0,0,1,0,1,43,67500,61,0,1,4,3,1,12
0,0,1,0,0,0,0,0,2,57,135000,55,4,4,4,1,1,8
0,0,1,0,1,0,0,0,2,4,90000,43,9,2,4,1,1,12
0,1,1,0,0,0,0,1,3,45,360000,31,6,4,1,1,1,12
1,1,0,0,1,0,0,0,2,10,99000,59,9,4,4,0,1,8
1,0,1,0,0,0,0,1,3,23,900000,42,12,4,4,1,1,8
0,0,0,1,0,0,0,0,2,40,90000,31,9,4,4,0,1,18
1,0,0,1,0,0,0,0,1,15,117000,40,10,4,4,3,1,9
0,0,1,0,0,0,0,0,1,20,112500,38,5,4,4,3,1,3
0,0,0,0,1,0,0,0,2,43,157500,37,13,0,1,1,1,6
1,1,0,0,0,0,0,0,2,13,270000,49,9,4,4,1,1,8
1,0,1,0,0,0,1,1,3,1,202500,49,0,1,1,0,1,12
0,0,1,0,0,0,1,0,1,6,180000,59,0,1,4,3,1,12
0,0,0,0,0,1,0,0,2,27,157500,30,9,4,1,1,1,12
1,1,1,0,0,0,0,0,1,2,180000,22,2,4,4,3,5,4
0,0,1,0,1,0,1,0,2,52,144000,60,0,1,4,1,1,12
0,0,1,1,1,0,0,0,2,50,180000,59,2,4,4,1,1,12
0,0,1,0,0,0,0,0,2,15,81000,35,4,4,4,1,1,2
0,0,0,0,0,0,0,3,5,17,292500,33,1,0,4,1,1,3
1,1,1,0,0,0,0,0,2,9,135000,50,23,4,4,1,1,9
0,0,0,1,0,0,0,1,3,37,112500,35,10,4,4,1,1,15
0,0,1,0,0,0,0,0,1,7,90000,32,1,4,1,3,1,8
1,1,0,0,0,0,0,0,2,59,135000,28,4,4,4,1,1,4
0,1,1,0,0,0,0,0,2,9,67500,32,1,2,1,0,1,3
0,0,1,0,1,1,0,0,1,60,112500,28,0,0,2,3,1,12
1,1,0,0,1,0,0,0,2,11,180000,27,1,0,1,1,1,10
0,0,0,1,1,0,0,1,3,51,72000,27,1,4,1,1,1,16
0,0,1,0,1,0,0,1,3,12,157500,42,6,1,4,3,1,9
1,0,0,0,0,0,0,0,1,31,225000,32,0,4,4,3,0,8
0,1,1,0,1,0,0,0,2,23,225000,34,2,0,1,1,1,0
0,0,0,0,0,0,1,0,1,10,112500,53,0,1,1,3,1,12
1,0,1,0,0,0,0,0,2,10,112500,27,6,0,4,0,1,8
0,0,1,1,1,0,0,0,2,38,90000,51,2,4,4,3,1,3
1,1,1,0,0,0,0,2,4,10,99000,45,8,2,4,1,5,4
0,0,1,0,0,0,0,0,2,29,180000,37,8,4,4,1,1,8
1,1,1,0,0,0,0,1,3,52,292500,34,9,0,1,1,1,12
0,0,1,0,0,0,0,1,3,6,157500,41,5,0,1,0,1,10
0,1,0,0,0,0,0,1,3,58,67500,41,3,2,4,1,1,3
0,1,0,1,0,0,0,0,2,16,270000,37,2,0,2,0,1,12
1,0,0,0,1,0,0,0,2,48,135000,53,2,0,4,0,1,4
0,0,0,0,0,0,0,0,2,5,135000,51,29,4,4,0,1,8
0,0,1,0,0,0,0,1,2,57,90000,37,3,4,4,3,1,15
0,0,1,1,0,0,0,2,3,38,67500,37,8,4,4,2,1,15
0,0,0,0,0,0,1,0,1,42,67500,58,0,1,4,2,1,12
0,0,0,0,1,0,0,0,2,25,112500,36,11,4,4,1,1,12
0,0,0,0,1,0,0,0,2,44,112500,51,29,4,4,1,1,12
0,1,1,0,0,0,0,2,4,24,157500,43,1,0,1,1,1,10
1,1,1,1,1,0,0,0,2,45,135000,41,4,0,4,0,1,3
0,0,1,1,1,0,0,0,2,57,112500,47,3,0,1,1,1,12
0,1,1,0,0,0,0,1,2,57,270000,43,2,4,4,2,1,15
0,0,1,0,0,0,1,0,1,53,81000,63,0,1,4,2,1,12
0,0,1,0,0,0,0,0,2,15,202500,51,2,0,4,1,2,8
0,0,1,0,0,0,1,0,2,11,112500,62,0,1,4,1,1,12
0,0,0,0,1,0,1,0,2,27,157500,58,0,1,4,1,1,12
1,0,0,1,1,0,0,3,5,49,58500,44,2,4,4,1,5,8
0,1,1,0,0,0,0,2,4,50,315000,33,3,2,4,1,1,10
1,0,1,0,0,0,0,0,2,57,292500,51,2,4,1,1,1,10
0,0,1,0,0,0,0,0,1,15,112500,37,1,4,4,3,4,2
1,0,1,0,0,0,1,0,1,14,112500,22,0,1,4,3,1,12
1,1,1,0,0,0,0,0,2,10,225000,24,3,4,4,1,1,12
0,0,1,0,0,1,0,2,4,6,225000,37,1,4,1,1,1,0
1,0,0,0,0,0,0,0,2,35,225000,47,3,4,4,1,1,8
1,1,0,0,0,0,0,0,2,32,135000,44,2,0,4,1,1,4
1,0,1,0,0,1,0,1,3,34,202500,36,18,4,4,1,1,8
1,0,0,1,1,0,0,0,2,23,222750,48,12,4,1,1,1,10
1,0,0,1,0,0,0,0,1,5,247500,27,3,4,4,3,1,8
0,1,0,0,1,0,0,1,3,38,216000,33,3,0,1,1,1,0
0,0,1,0,0,1,0,0,2,8,247500,40,0,4,4,1,1,15
0,0,0,0,0,0,1,0,2,7,33750,52,0,1,1,1,1,12
0,0,1,0,0,0,0,2,4,22,225000,42,0,4,1,1,0,8
0,0,1,0,1,0,0,2,4,23,157500,30,2,4,4,1,1,15
0,0,0,0,0,0,0,0,1,55,225000,51,10,4,4,3,1,8
0,1,0,0,0,0,0,0,2,43,315000,43,13,4,1,1,1,12
1,1,0,1,0,0,0,0,2,56,180000,51,8,0,4,1,1,10
1,1,1,1,1,0,0,0,2,14,360000,51,14,4,1,1,1,10
0,0,0,0,0,0,1,0,2,22,67500,58,0,1,4,1,1,12
0,1,1,0,0,0,0,2,4,42,306000,37,10,2,1,1,1,3
1,1,1,0,0,0,0,2,4,42,675000,36,8,0,1,1,1,3
0,0,1,0,0,0,0,2,4,58,135000,34,4,4,4,1,1,12
0,1,1,0,0,0,0,0,2,35,90000,38,7,4,4,1,1,10
